dataset,instance_id,group_id,true_label,memory_majority_prediction,memory_weighted_prediction,memory_label_agreement,self_reference,all_refs_training,same_group_reference,reference_ids,reference_labels,reference_similarities
synthetic,bearing_friction_022_w300,bearing_friction_022,bearing_friction,bearing_friction,bearing_friction,1.0,False,True,False,"[""bearing_friction_026_w300"", ""bearing_friction_047_w300"", ""bearing_friction_043_w300""]","[""bearing_friction"", ""bearing_friction"", ""bearing_friction""]","[0.9980308422677344, 0.9958040637279251, 0.994560257780903]"
synthetic,bearing_friction_022_w420,bearing_friction_022,bearing_friction,bearing_friction,bearing_friction,1.0,False,True,False,"[""bearing_friction_040_w420"", ""bearing_friction_031_w420"", ""bearing_friction_033_w420""]","[""bearing_friction"", ""bearing_friction"", ""bearing_friction""]","[0.9939904782579474, 0.9901718473727186, 0.9889413625621843]"
synthetic,bearing_friction_035_w420,bearing_friction_035,bearing_friction,bearing_friction,bearing_friction,1.0,False,True,False,"[""bearing_friction_029_w420"", ""bearing_friction_040_w420"", ""bearing_friction_046_w420""]","[""bearing_friction"", ""bearing_friction"", ""bearing_friction""]","[0.991457242597386, 0.9886169607827107, 0.9885811779742812]"
synthetic,bearing_friction_042_w300,bearing_friction_042,bearing_friction,bearing_friction,bearing_friction,1.0,False,True,False,"[""bearing_friction_003_w300"", ""bearing_friction_008_w300"", ""bearing_friction_019_w300""]","[""bearing_friction"", ""bearing_friction"", ""bearing_friction""]","[0.9769817721714755, 0.9755894094505423, 0.9751077174542537]"
synthetic,overload_001_w300,overload_001,overload,winding_short,winding_short,0.6666666666666666,False,True,False,"[""overload_009_w300"", ""winding_short_019_w420"", ""winding_short_013_w420""]","[""overload"", ""winding_short"", ""winding_short""]","[0.96317118181124, 0.9505187233648956, 0.9454455893683911]"
synthetic,overload_001_w420,overload_001,overload,overload,overload,1.0,False,True,False,"[""overload_040_w420"", ""overload_032_w420"", ""overload_010_w420""]","[""overload"", ""overload"", ""overload""]","[0.9898943708301918, 0.9891376356058251, 0.9879506805512394]"
synthetic,overload_003_w300,overload_003,overload,overload,overload,1.0,False,True,False,"[""overload_025_w300"", ""overload_023_w300"", ""overload_049_w300""]","[""overload"", ""overload"", ""overload""]","[0.9916765362802482, 0.9685833232498112, 0.9664096714053602]"
synthetic,overload_005_w300,overload_005,overload,overload,overload,1.0,False,True,False,"[""overload_024_w300"", ""overload_021_w300"", ""overload_011_w300""]","[""overload"", ""overload"", ""overload""]","[0.9885457083222038, 0.9774523540152862, 0.9664359598879267]"
synthetic,overload_039_w480,overload_039,overload,overload,overload,1.0,False,True,False,"[""overload_010_w480"", ""overload_036_w480"", ""overload_028_w480""]","[""overload"", ""overload"", ""overload""]","[0.9777468551219324, 0.9670070887540717, 0.9656388160670495]"
synthetic,overload_046_w300,overload_046,overload,overload,overload,1.0,False,True,False,"[""overload_011_w300"", ""overload_024_w300"", ""overload_017_w300""]","[""overload"", ""overload"", ""overload""]","[0.9898104225158431, 0.9747683254580269, 0.9729259596911124]"
synthetic,overload_046_w420,overload_046,overload,overload,overload,1.0,False,True,False,"[""overload_023_w420"", ""overload_040_w420"", ""overload_041_w420""]","[""overload"", ""overload"", ""overload""]","[0.9854676726530227, 0.9842389916706812, 0.975490465339858]"
synthetic,sensor_drift_024_w360,sensor_drift_024,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_028_w360"", ""sensor_drift_040_w360"", ""sensor_drift_035_w360""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.994987008531741, 0.9928014599127953, 0.988383092481665]"
synthetic,sensor_drift_027_w300,sensor_drift_027,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_015_w300"", ""sensor_drift_035_w300"", ""sensor_drift_026_w360""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.8644599554589047, 0.7904414455991908, 0.7247309778135818]"
synthetic,sensor_drift_027_w360,sensor_drift_027,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_040_w360"", ""sensor_drift_013_w360"", ""sensor_drift_000_w360""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.9920575530660537, 0.980673910242785, 0.9806114238051826]"
synthetic,sensor_drift_029_w420,sensor_drift_029,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_021_w420"", ""sensor_drift_004_w420"", ""sensor_drift_035_w420""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.9977051509488829, 0.9804773313845285, 0.9801270890569006]"
synthetic,sensor_drift_038_w480,sensor_drift_038,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_008_w480"", ""sensor_drift_002_w480"", ""sensor_drift_023_w480""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.9837643101156556, 0.9789224856134756, 0.9662770406300332]"
synthetic,sensor_drift_044_w480,sensor_drift_044,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_000_w480"", ""sensor_drift_023_w480"", ""sensor_drift_025_w480""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.9887063103686157, 0.958870735759771, 0.9569952577944429]"
synthetic,sensor_drift_046_w420,sensor_drift_046,sensor_drift,sensor_drift,sensor_drift,1.0,False,True,False,"[""sensor_drift_007_w420"", ""sensor_drift_034_w420"", ""sensor_drift_017_w420""]","[""sensor_drift"", ""sensor_drift"", ""sensor_drift""]","[0.9910653034081298, 0.9896227035757252, 0.9881965828641901]"
synthetic,overvoltage_004_w480,overvoltage_004,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_036_w480"", ""overvoltage_039_w480"", ""overvoltage_030_w480""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9980712269262533, 0.9881110663538076, 0.9747937197602746]"
synthetic,overvoltage_006_w360,overvoltage_006,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_039_w360"", ""overvoltage_042_w360"", ""overvoltage_005_w360""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9915584038589381, 0.9888347028664314, 0.9639994384590211]"
synthetic,overvoltage_007_w420,overvoltage_007,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_029_w420"", ""overvoltage_044_w420"", ""overvoltage_012_w420""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9890677108023589, 0.9867873619504359, 0.9839233278180493]"
synthetic,overvoltage_011_w360,overvoltage_011,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_003_w360"", ""overvoltage_009_w360"", ""overvoltage_010_w360""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9814911715091182, 0.9530732167692412, 0.9527753545011375]"
synthetic,overvoltage_027_w300,overvoltage_027,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_043_w300"", ""overvoltage_012_w300"", ""overvoltage_013_w300""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9980956975299463, 0.9938471504278034, 0.9912656808665894]"
synthetic,overvoltage_032_w480,overvoltage_032,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_036_w480"", ""overvoltage_030_w480"", ""overvoltage_039_w480""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.983167600470887, 0.9601879913708838, 0.9503510382832048]"
synthetic,overvoltage_038_w360,overvoltage_038,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_047_w360"", ""overvoltage_014_w360"", ""overvoltage_020_w360""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9881616094192693, 0.9873595476980223, 0.9858434290457636]"
synthetic,overvoltage_040_w420,overvoltage_040,overvoltage,overvoltage,overvoltage,1.0,False,True,False,"[""overvoltage_018_w420"", ""overvoltage_042_w420"", ""overvoltage_043_w420""]","[""overvoltage"", ""overvoltage"", ""overvoltage""]","[0.9855799103917325, 0.9837368867594892, 0.9828150039952243]"
nasa_fd001,u001_e0100,1,healthy,healthy,healthy,1.0,False,True,False,"[""u086_e0160"", ""u073_e0100"", ""u038_e0110""]","[""healthy"", ""healthy"", ""healthy""]","[0.744699312283294, 0.6192890766587897, 0.6103806318176773]"
nasa_fd001,u005_e0250,5,degraded,degraded,degraded,1.0,False,True,False,"[""u041_e0210"", ""u052_e0210"", ""u082_e0210""]","[""degraded"", ""degraded"", ""degraded""]","[0.9001999066188877, 0.89683281556723, 0.8910202878194698]"
nasa_fd001,u011_e0130,11,healthy,healthy,healthy,1.0,False,True,False,"[""u053_e0110"", ""u010_e0050"", ""u053_e0100""]","[""healthy"", ""healthy"", ""healthy""]","[0.789356436895399, 0.7832750763145276, 0.7492266376912308]"
nasa_fd001,u011_e0160,11,healthy,healthy,healthy,0.6666666666666666,False,True,False,"[""u051_e0170"", ""u064_e0260"", ""u092_e0290""]","[""healthy"", ""degraded"", ""healthy""]","[0.5232220204626642, 0.5097529801382736, 0.4986629141948255]"
nasa_fd001,u013_e0120,13,healthy,healthy,healthy,0.6666666666666666,False,True,False,"[""u004_e0140"", ""u026_e0180"", ""u097_e0170""]","[""healthy"", ""degraded"", ""healthy""]","[0.7381669300781578, 0.6517024747928162, 0.6141790818010006]"
nasa_fd001,u013_e0130,13,healthy,healthy,healthy,0.6666666666666666,False,True,False,"[""u052_e0180"", ""u021_e0180"", ""u018_e0150""]","[""healthy"", ""degraded"", ""healthy""]","[0.7190167366293474, 0.7080547934058051, 0.6436221860840202]"
nasa_fd001,u013_e0140,13,degraded,degraded,degraded,1.0,False,True,False,"[""u053_e0170"", ""u082_e0190"", ""u021_e0180""]","[""degraded"", ""degraded"", ""degraded""]","[0.8098259137458529, 0.7733193456952787, 0.771784053161607]"
nasa_fd001,u019_e0060,19,healthy,healthy,healthy,1.0,False,True,False,"[""u073_e0100"", ""u064_e0070"", ""u096_e0140""]","[""healthy"", ""healthy"", ""healthy""]","[0.7408749936176401, 0.70495534935056, 0.6949683507763517]"
nasa_fd001,u027_e0050,27,healthy,healthy,healthy,1.0,False,True,False,"[""u067_e0160"", ""u076_e0070"", ""u092_e0190""]","[""healthy"", ""healthy"", ""healthy""]","[0.7461945825045636, 0.6948658081267489, 0.6921401841245223]"
nasa_fd001,u031_e0060,31,healthy,healthy,healthy,1.0,False,True,False,"[""u051_e0060"", ""u069_e0100"", ""u068_e0100""]","[""healthy"", ""healthy"", ""healthy""]","[0.8306583444073639, 0.8065233004148693, 0.797054133256028]"
nasa_fd001,u031_e0180,31,healthy,degraded,degraded,0.6666666666666666,False,True,False,"[""u062_e0140"", ""u049_e0210"", ""u012_e0170""]","[""healthy"", ""degraded"", ""degraded""]","[0.6385104115049932, 0.6337256638040074, 0.583641613685604]"
nasa_fd001,u031_e0210,31,degraded,degraded,degraded,1.0,False,True,False,"[""u057_e0130"", ""u098_e0150"", ""u039_e0120""]","[""degraded"", ""degraded"", ""degraded""]","[0.9467249404127581, 0.9366887452659112, 0.9326427631170304]"
nasa_fd001,u032_e0140,32,healthy,healthy,healthy,1.0,False,True,False,"[""u014_e0090"", ""u088_e0160"", ""u008_e0050""]","[""healthy"", ""healthy"", ""healthy""]","[0.594046158059356, 0.5581786088704468, 0.5392770408166431]"
nasa_fd001,u034_e0060,34,healthy,healthy,healthy,1.0,False,True,False,"[""u003_e0050"", ""u038_e0060"", ""u075_e0080""]","[""healthy"", ""healthy"", ""healthy""]","[0.7982106930020395, 0.7912665555538718, 0.7849266087191508]"
nasa_fd001,u034_e0090,34,healthy,healthy,healthy,1.0,False,True,False,"[""u002_e0110"", ""u025_e0150"", ""u012_e0070""]","[""healthy"", ""healthy"", ""healthy""]","[0.7021766754219545, 0.6934889401504098, 0.636554075454847]"
nasa_fd001,u034_e0100,34,healthy,healthy,healthy,1.0,False,True,False,"[""u055_e0130"", ""u097_e0110"", ""u009_e0080""]","[""healthy"", ""healthy"", ""healthy""]","[0.7730352022925662, 0.7022958715816556, 0.6893012767691902]"
nasa_fd001,u040_e0080,40,healthy,healthy,healthy,1.0,False,True,False,"[""u022_e0050"", ""u007_e0050"", ""u094_e0150""]","[""healthy"", ""healthy"", ""healthy""]","[0.8204749867465367, 0.7951013506080483, 0.7851586427853122]"
nasa_fd001,u040_e0180,40,degraded,degraded,degraded,1.0,False,True,False,"[""u082_e0210"", ""u088_e0190"", ""u063_e0170""]","[""degraded"", ""degraded"", ""degraded""]","[0.8516158726328198, 0.8450061186797454, 0.8433674425395093]"
nasa_fd001,u043_e0130,43,healthy,healthy,healthy,1.0,False,True,False,"[""u098_e0050"", ""u037_e0110"", ""u059_e0100""]","[""healthy"", ""healthy"", ""healthy""]","[0.5695604849424746, 0.5253521410837434, 0.4695950033892373]"
nasa_fd001,u043_e0180,43,degraded,degraded,degraded,1.0,False,True,False,"[""u057_e0120"", ""u006_e0180"", ""u015_e0200""]","[""degraded"", ""degraded"", ""degraded""]","[0.9009906797086379, 0.8993421865822913, 0.8959565433682194]"
nasa_fd001,u046_e0090,46,healthy,healthy,healthy,1.0,False,True,False,"[""u017_e0110"", ""u051_e0060"", ""u044_e0070""]","[""healthy"", ""healthy"", ""healthy""]","[0.8210462143980716, 0.777171544434664, 0.7771001045011384]"
nasa_fd001,u046_e0190,46,healthy,degraded,degraded,0.6666666666666666,False,True,False,"[""u036_e0120"", ""u020_e0210"", ""u020_e0220""]","[""healthy"", ""degraded"", ""degraded""]","[0.6246340200631719, 0.6026282152275246, 0.5963210976909494]"
nasa_fd001,u054_e0100,54,healthy,healthy,healthy,1.0,False,True,False,"[""u067_e0100"", ""u007_e0060"", ""u025_e0090""]","[""healthy"", ""healthy"", ""healthy""]","[0.685257166212756, 0.6692570022577559, 0.6600451416134965]"
nasa_fd001,u054_e0150,54,healthy,healthy,healthy,1.0,False,True,False,"[""u100_e0060"", ""u079_e0080"", ""u028_e0070""]","[""healthy"", ""healthy"", ""healthy""]","[0.9310232037347033, 0.9120142544299686, 0.880526988720822]"
nasa_fd001,u056_e0080,56,healthy,healthy,healthy,1.0,False,True,False,"[""u069_e0090"", ""u055_e0070"", ""u038_e0060""]","[""healthy"", ""healthy"", ""healthy""]","[0.7706195197828181, 0.7676056856222874, 0.7475637115505123]"
nasa_fd001,u056_e0240,56,healthy,degraded,degraded,1.0,False,True,False,"[""u038_e0170"", ""u014_e0170"", ""u014_e0150""]","[""degraded"", ""degraded"", ""degraded""]","[0.7262915257862954, 0.7009285996806386, 0.69373940785919]"
nasa_fd001,u056_e0260,56,degraded,degraded,degraded,1.0,False,True,False,"[""u025_e0230"", ""u004_e0180"", ""u018_e0180""]","[""degraded"", ""degraded"", ""degraded""]","[0.8330696058873244, 0.808465885711083, 0.8046338984399765]"
nasa_fd001,u071_e0190,71,degraded,degraded,degraded,1.0,False,True,False,"[""u063_e0160"", ""u080_e0180"", ""u082_e0190""]","[""degraded"", ""degraded"", ""degraded""]","[0.8685796158414328, 0.850453723398956, 0.8410762799322347]"
nasa_fd001,u074_e0100,74,healthy,healthy,healthy,1.0,False,True,False,"[""u007_e0180"", ""u073_e0150"", ""u016_e0140""]","[""healthy"", ""healthy"", ""healthy""]","[0.5753130857470898, 0.5151793417073698, 0.49751458228020035]"
nasa_fd001,u077_e0070,77,healthy,healthy,healthy,1.0,False,True,False,"[""u028_e0050"", ""u079_e0060"", ""u095_e0090""]","[""healthy"", ""healthy"", ""healthy""]","[0.8510966029764904, 0.7494618883634938, 0.7235578702581356]"
nasa_fd001,u078_e0190,78,healthy,degraded,degraded,1.0,False,True,False,"[""u028_e0160"", ""u047_e0210"", ""u085_e0180""]","[""degraded"", ""degraded"", ""degraded""]","[0.8552373978978441, 0.8369622928956854, 0.8275147845514524]"
nasa_fd001,u081_e0120,81,healthy,healthy,healthy,1.0,False,True,False,"[""u026_e0100"", ""u050_e0070"", ""u035_e0110""]","[""healthy"", ""healthy"", ""healthy""]","[0.6728460164025408, 0.6549393326301423, 0.6504403295209658]"
nasa_fd001,u081_e0130,81,healthy,healthy,healthy,1.0,False,True,False,"[""u060_e0060"", ""u051_e0080"", ""u010_e0120""]","[""healthy"", ""healthy"", ""healthy""]","[0.5672726142230573, 0.5632421165713388, 0.5309060192847364]"
nasa_fd001,u081_e0150,81,healthy,healthy,healthy,1.0,False,True,False,"[""u062_e0130"", ""u012_e0090"", ""u100_e0110""]","[""healthy"", ""healthy"", ""healthy""]","[0.542242056163652, 0.5383347943882011, 0.5286531643358516]"
nasa_fd001,u084_e0170,84,healthy,healthy,healthy,1.0,False,True,False,"[""u022_e0120"", ""u094_e0130"", ""u029_e0070""]","[""healthy"", ""healthy"", ""healthy""]","[0.6402318295510535, 0.626148428772331, 0.5919987306753418]"
nasa_fd001,u089_e0120,89,healthy,healthy,healthy,1.0,False,True,False,"[""u095_e0100"", ""u083_e0060"", ""u015_e0070""]","[""healthy"", ""healthy"", ""healthy""]","[0.75562199273957, 0.7022987290938608, 0.6541678325877499]"
